index,percent_missing
interestrategrace_34L,98.63211103461873
isbidproduct_1095L,0.0
isbidproductrequest_292L,99.18396970115789
isdebitcard_729L,87.40373587028931
lastactivateddate_801D,29.71108806878288
lastapplicationdate_877D,19.987240110594442
lastapprcommoditycat_1041M,0.0
lastapprcommoditytypec_5251766M,0.0
lastapprcredamount_781A,28.954796061202927
lastapprdate_640D,28.954796061202927
lastcancelreason_561M,0.0
lastdelinqdate_224D,64.05981951437748
lastdependentsnum_448L,98.06656234299867
lastotherinc_902A,99.79982432226188
lastotherlnsexpense_631A,99.79969331723719
lastrejectcommoditycat_161M,0.0
lastrejectcommodtypec_5251769M,0.0
lastrejectcredamount_222A,50.37444511184226
lastrejectdate_50D,50.37444511184226
lastrejectreason_759M,0.0
lastrejectreasonclient_4145040M,0.0
lastrepayingdate_696D,99.84430052814676
lastst_736L,19.987240110594442
maininc_215A,33.488486950917
mastercontrelectronic_519L,20.04501332648614
mastercontrexist_109L,20.04501332648614
maxannuity_159A,20.04501332648614
maxannuity_4075009A,95.02619772981393
maxdbddpdlast1m_3658939P,62.94483574917516
maxdbddpdtollast12m_3658940P,46.21228447217093
maxdbddpdtollast6m_4187119P,57.39827951101064
maxdebt4_972A,20.04501332648614
maxdpdfrom6mto36m_3546853P,22.491925177790193
maxdpdinstldate_3546855D,54.105075200159305
maxdpdinstlnum_3546846P,54.32791474717013
maxdpdlast12m_727P,20.04501332648614
maxdpdlast24m_143P,20.04501332648614
maxdpdlast3m_392P,20.04501332648614
maxdpdlast6m_474P,20.04501332648614
maxdpdlast9m_1059P,20.04501332648614
maxdpdtolerance_374P,20.04501332648614
maxinstallast24m_3658928A,40.9308824039946
maxlnamtstart6m_4525199A,67.65466289459532
maxoutstandbalancel12m_4187113A,50.23767586605784
maxpmtlast3m_4525190A,73.97395227093935
mindbddpdlast24m_3658935P,40.16627157734635
mindbdtollast24m_4525191P,63.72261258080554
mobilephncnt_593L,0.0
monthsannuity_845L,29.64597857150811
numactivecreds_622L,0.0
numactivecredschannel_414L,0.0
numactiverelcontr_750L,0.0
numcontrs3months_479L,0.0
numincomingpmts_3546848L,29.808948822232075
numinstlallpaidearly3d_817L,29.192439176004594
numinstls_657L,0.00026201004939544457
numinstlsallpaid_934L,29.192439176004594
numinstlswithdpd10_728L,29.901569374693366
numinstlswithdpd5_4187116L,36.755031739242355
numinstlswithoutdpd_562L,29.901569374693366
numinstmatpaidtearly2d_4499204L,55.49313893934402
numinstpaid_4499208L,55.49313893934402
numinstpaidearly3d_3546850L,29.278509477230998
numinstpaidearly3dest_4493216L,55.06442499602072
numinstpaidearly5d_1087L,29.64597857150811
numinstpaidearly5dest_4493211L,55.06442499602072
numinstpaidearly5dobd_4499205L,55.49313893934402
numinstpaidearly_338L,29.64597857150811
numinstpaidearlyest_4493214L,55.06442499602072
numinstpaidlastcontr_4325080L,43.83336422868499
numinstpaidlate1d_3546852L,29.64597857150811
numinstregularpaid_973L,29.84373065628932
numinstregularpaidest_4493210L,55.06442499602072
numinsttopaygr_769L,29.64604407402046
numinsttopaygrest_4493213L,55.06442499602072
numinstunpaidmax_3546851L,29.64604407402046
numinstunpaidmaxest_4493212L,55.06442499602072
numnotactivated_1143L,0.0
numpmtchanneldd_318L,0.0
numrejects9m_859L,0.0
opencred_647L,19.987240110594442
paytype1st_925L,3.8368096608345414
paytype_783L,3.8368096608345414
payvacationpostpone_4187118D,99.38892706229747
pctinstlsallpaidearl3d_427L,30.04849150989186
pctinstlsallpaidlat10d_839L,30.220370102295274
pctinstlsallpaidlate1d_3546856L,30.04849150989186
pctinstlsallpaidlate4d_3546849L,30.11982374583977
pctinstlsallpaidlate6d_3546844L,30.136330378951683
pmtnum_254L,2.9445999401307037
posfpd10lastmonth_333P,5.14365028470667
posfpd30lastmonth_3976960P,8.638995348666597
posfstqpd30lastmonth_3976962P,11.863946041650427
previouscontdistrict_112M,0.0
price_1097A,14.62278085675976
sellerplacecnt_915L,0.0
sellerplacescnt_216L,0.0
sumoutstandtotal_3546847A,29.16957879919484
sumoutstandtotalest_4493215A,55.06442499602072
totaldebt_9A,0.00019650753704658343
totalsettled_863A,0.00026201004939544457
totinstallast1m_4525188A,76.91377052766859
twobodfilling_608L,0.005960728623746364
typesuite_864L,73.46139511180951
validfrom_1069D,90.05848719327629
